Couse_Section_SSRID,Registrar API Response
54b02c0fe4b01e0dba9e5275,"{""createdAt"":""2015-01-09T19:29:19.031Z"",""updatedAt"":""2015-12-03T15:50:59.027Z"",""id"":""54b02c0fe4b01e0dba9e5275"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54b02c0fe4b01e0dba9e5275/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54b02c0ee4b015c91e1b1c55"",""sectionCode"":""SOCI 1105 05"",""sectionTitle"":""Introduction to Sociology"",""sectionDescription"":""This course is designed to introduce you to the basic concepts of the relationships between individuals and the social structure and groups to which they belong. As you become familiar with sociological inquiry, I hope you will develop an appreciation for the complexity of social life – what sociologists call the sociological imagination or sociological consciousness."",""productCodes"":[""154f3933-2405-4858-81dc-c7b857433438""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/2712ad98-ba0f-4021-8682-48e97859d78a/1/file/pearson_macionis_brief_v6forV2/OPS/public/images/catalog.jpg"",""startDate"":""2015-01-09T06:00:00.000Z"",""endDate"":""2015-05-15T05:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":\""2\"",\""startTime\"":\""2015-01-09T20:30:25.153Z\"",\""endTime\"":\""2015-01-09T21:45:25.153Z\""}""],""openenrollmentbegins"":""2015-01-09T19:29:18.480Z"",""openenrollmentends"":""2015-01-09T19:29:18.480Z"",""sectionKeys"":[{""key"":""o8u44e"",""active"":true,""createdDate"":""2015-01-09T19:29:19.031Z""}]}"
54ac573ae4b0f74ecb0a1bdc,"{""createdAt"":""2015-01-06T21:44:26.364Z"",""updatedAt"":""2015-12-03T15:50:51.276Z"",""id"":""54ac573ae4b0f74ecb0a1bdc"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54ac573ae4b0f74ecb0a1bdc/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54ac573ae4b015c91e1b1462"",""sectionCode"":""T4A"",""sectionTitle"":""History 200Z"",""sectionDescription"":""This course will examine our nation’s history from its colonial origins to the present.  Surveying the broad landscape of America’s past, we will explore the people and institutions that have helped to shape political, intellectual, social, and economic change over time.  Ultimately, this course should help cadets arrive at a clearer and more meaningful understanding of our nation’s past, cadets’ relationship to that past, and one’s responsibility as a citizen-airman in a free society."",""productCodes"":[""457ed5cf-fbe0-4503-8ece-c95c22f5461f""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/b5be36a2-54de-498a-8a4e-85db5a92a342/1/file/pearson_brands_v10forV2/OPS/public/images/catalog.jpg"",""startDate"":""2015-01-07T07:00:00.000Z"",""endDate"":""2015-05-18T06:00:00.000Z"",""openenrollmentbegins"":""2015-01-06T21:42:17.916Z"",""openenrollmentends"":""2015-01-06T21:42:17.916Z"",""sectionKeys"":[{""key"":""melrtd"",""active"":true,""createdDate"":""2015-01-06T21:44:26.364Z""}]}"
54a869f5e4b015c91e1af8c4,"{""createdAt"":""2015-01-03T22:15:17.867Z"",""updatedAt"":""2015-12-03T15:50:39.874Z"",""id"":""54a869f5e4b015c91e1af8c4"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54a869f5e4b015c91e1af8c4/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54a869f5e4b01e0dba9e2433"",""sectionCode"":""001"",""sectionTitle"":""SOC 1020: Social Problems"",""sectionDescription"":""Sociology is the systematic study of society, social institutions, and social relationships. The examination of social problems is a key component of sociological inquiry. But, what constitutes a “social problem”? Why do these problems exist? What might we do about these problems? In this course, we will explore the basic concepts, topics, and issues concerning a range of social problems in society, using the sociological perspective."",""sectionStatus"":""active"",""productCodes"":[""82282df2-4052-49ed-a77a-0890635f18cb""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/cbc525d1-ebfa-4d1e-93e9-d4fb4f87b176/1/file/pearson-macionis-sp-6e_v4/OPS/public/images/catalog.jpg"",""startDate"":""2015-01-07T07:00:00.000Z"",""endDate"":""2015-05-01T06:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""2015-01-03T15:30:38.000Z\"",\""endTime\"":\""2015-01-03T16:20:38.000Z\""}"",""{\""active\"":true,\""dayValue\"":5,\""startTime\"":\""2015-01-03T15:30:38.000Z\"",\""endTime\"":\""2015-01-03T16:20:38.000Z\""}"",""{\""active\"":true,\""dayValue\"":3,\""startTime\"":\""2015-01-03T15:30:38.000Z\"",\""endTime\"":\""2015-01-03T16:20:38.000Z\""}""],""openenrollmentbegins"":""2015-01-03T21:18:46.631Z"",""openenrollmentends"":""2015-01-03T21:18:46.631Z"",""sectionKeys"":[{""key"":""hn2qps"",""active"":true,""createdDate"":""2015-01-03T22:15:17.867Z""}]}"
54f4894ce4b0965e6c9136dd,"{""createdAt"":""2015-03-02T16:01:16.862Z"",""updatedAt"":""2015-12-03T15:53:50.869Z"",""id"":""54f4894ce4b0965e6c9136dd"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54f4894ce4b0965e6c9136dd/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54f4894ce4b0abd47c4678b7"",""sectionCode"":""123456"",""sectionTitle"":""Ember, HEC 8e, Ch. 14 – v5 - 3/2/15"",""sectionDescription"":""Ember, HEC 8e, Ch. 14 – v5 - 3/2/15 (REVEL-REVIEW)"",""productCodes"":[""2b69ffd4-ba62-4f0d-b5af-062f775c32a8-REV""],""startDate"":""2015-03-02T00:00:00.000Z"",""endDate"":""2015-04-03T00:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":1}""],""openenrollmentbegins"":""2015-03-02T00:00:00.000Z"",""openenrollmentends"":""2015-04-03T00:00:00.000Z"",""sectionKeys"":[{""key"":""tplmoc"",""active"":true,""createdDate"":""2015-03-02T16:01:16.862Z""}]}"
554a2849e4b06ad694ba7bb9,"{""createdAt"":""2015-05-06T14:42:17.194Z"",""updatedAt"":""2015-05-06T14:42:17.194Z"",""id"":""554a2849e4b06ad694ba7bb9"",""courseId"":""554a2849e4b06ad694ba7bb8"",""sectionTitle"":""Kail_Demo"",""sectionDescription"":""bftrz"",""productCodes"":[""847121f2-1d2e-471a-984f-7e9eeb985313""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/1e7c41b0-5879-4953-bfdc-aad4fdcedd43/1/file/pearson-kail-v1/OPS/public/images/catalog.jpg"",""startDate"":""2015-05-05T22:00:00.000Z"",""endDate"":""2015-12-30T23:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""1970-01-01T06:00:00.000Z\"",\""endTime\"":\""1970-01-01T19:50:00.000Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":\""3\"",\""startTime\"":\""1970-01-01T05:00:00.000Z\"",\""endTime\"":\""1970-01-01T19:50:00.000Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":\""2\"",\""startTime\"":\""1970-01-01T17:00:00.000Z\"",\""endTime\"":\""1970-01-01T19:50:00.000Z\"",\""overlap\"":false}""],""openenrollmentbegins"":""2015-05-06T14:42:16.580Z"",""openenrollmentends"":""2015-05-06T14:42:16.580Z"",""sectionKeys"":[{""key"":""c8fjpz"",""active"":true,""createdDate"":""2015-05-06T14:42:17.194Z""}]}"
553e7518e4b06ad694ba75f9,"{""createdAt"":""2015-04-27T17:42:48.248Z"",""updatedAt"":""2015-04-27T17:42:48.248Z"",""id"":""553e7518e4b06ad694ba75f9"",""courseId"":""553e7518e4b06ad694ba75f8"",""sectionCode"":""SYG2000"",""sectionTitle"":""Introduction to Sociology"",""sectionDescription"":""This course offers an introduction to sociology as a way of understanding complex social, political, and\neconomic phenomena in the world. Sociology is a field of study that focuses on social structures, social forces,\nand group interactions. Specifically, this course will concentrate on several important sociological topics such as\nculture, the social construction of knowledge, “race,” gender, and economic inequality, as well as political\nsociology"",""productCodes"":[""cca5c5a7-494b-49d9-b65f-06632a68bd11""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/802b868d-0a4a-4b77-a52a-a6e663ee0b4f/1/file/pearson-manza-sp-2e_v13/OPS/public/images/catalog.jpg"",""startDate"":""2015-05-11T04:00:00.000Z"",""endDate"":""2015-06-27T04:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":3,\""startTime\"":\""1970-01-01T15:00:00.000Z\"",\""endTime\"":\""1970-01-01T17:50:00.000Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":5,\""startTime\"":\""1970-01-01T15:00:00.000Z\"",\""endTime\"":\""1970-01-01T17:50:00.000Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""1970-01-01T15:00:00.000Z\"",\""endTime\"":\""1970-01-01T17:50:00.000Z\"",\""overlap\"":false}""],""openenrollmentbegins"":""2015-04-27T17:42:47.788Z"",""openenrollmentends"":""2015-04-27T17:42:47.788Z"",""sectionKeys"":[{""key"":""o27blz"",""active"":true,""createdDate"":""2015-04-27T17:42:48.248Z""}]}"
55398460e4b0ff1b85705474,"{""createdAt"":""2015-04-23T23:46:40.449Z"",""updatedAt"":""2015-04-23T23:46:40.449Z"",""id"":""55398460e4b0ff1b85705474"",""courseId"":""55398460e4b0ff1b85705473"",""sectionTitle"":""Rosemead PSYC 1, Summer 2015"",""sectionDescription"":""Intro to Psychology"",""productCodes"":[""22b7fe4d-e9a8-41bf-9b32-efc6f4545e5e""],""startDate"":""2015-04-23T07:00:00.000Z"",""endDate"":""2015-09-15T07:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""1970-01-01T17:45:00.000Z\"",\""endTime\"":\""1970-01-01T20:00:00.000Z\"",\""overlap\"":false}""],""openenrollmentbegins"":""2015-04-23T23:46:38.473Z"",""openenrollmentends"":""2015-04-23T23:46:38.473Z"",""sectionKeys"":[{""key"":""gkjnua"",""active"":true,""createdDate"":""2015-04-23T23:46:40.449Z""}]}"
53e4cb55e4b0ad5ed0dabfef,"{""createdAt"":""2014-08-08T13:06:29.757Z"",""updatedAt"":""2014-08-08T13:06:30.329Z"",""id"":""53e4cb55e4b0ad5ed0dabfef"",""courseId"":""53e4cb55e4b0b5c9074032f9"",""sectionCode"":""testQuiz1"",""sectionTitle"":""testQuiz1"",""sectionDescription"":""testQuiz1"",""productCodes"":[""d67d0940-3402-4bf9-88ab-4bf244853d0e""],""startDate"":""2014-07-31T18:30:00.000Z"",""endDate"":""2014-12-30T18:30:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""startTime\"":1407501008760,\""endTime\"":1407501008760,\""day\"":\""monday\""}"",""{\""active\"":true,\""startTime\"":1407501008760,\""endTime\"":1407501008760,\""day\"":\""sunday\""}""],""openenrollmentbegins"":""2014-08-08T13:05:36.133Z"",""openenrollmentends"":""2014-08-08T13:05:36.133Z"",""sectionKeys"":[{""key"":""inz3dw"",""active"":true,""createdDate"":""2014-08-08T13:06:30.329Z""}]}"
54676939e4b0763c0eefd32c,"{""createdAt"":""2014-11-15T14:54:49.299Z"",""updatedAt"":""2015-12-03T15:49:46.459Z"",""id"":""54676939e4b0763c0eefd32c"",""metadata"":{""copyable"":false,""launchUrl"":""https://revel.pearson.com/#/courses/54676939e4b0763c0eefd32c/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54676938e4b0262d0bc7f855"",""sectionCode"":""SOC 1010 - 1005"",""sectionTitle"":""Introduction to Sociology"",""sectionDescription"":""Sociology is the understanding of human behavior through the context of the social world in which we live. Sociology not only examines how social structures shape daily interactions but also the construction of social categories and meanings. Throughout this course—through lectures, presentations, media, readings, discussions, activities, and writing assignments—you will be introduced to the fundamentals of sociology, including research topics and issues, core theories and methodologies."",""sectionStatus"":""active"",""productCodes"":[""92da3b20-b62a-4180-909a-854404098d40""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/f311f14f-d473-4c13-8029-3f2e7eaaead6/500/file/pearson_henslin_brief_v4/OPS/public/images/catalog.jpg"",""startDate"":""2015-01-12T17:30:00.000Z"",""endDate"":""2015-05-04T17:20:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""startTime\"":\""2014-11-15T17:30:32.929Z\"",\""endTime\"":\""2014-11-15T18:20:32.929Z\"",\""day\"":\""wednesday\"",\""dayValue\"":3}"",""{\""active\"":true,\""startTime\"":\""2014-11-15T17:30:32.929Z\"",\""endTime\"":\""2014-11-15T18:20:32.929Z\"",\""day\"":\""monday\"",\""dayValue\"":1}"",""{\""active\"":true,\""startTime\"":\""2014-11-15T17:30:32.929Z\"",\""endTime\"":\""2014-11-15T18:20:32.929Z\"",\""day\"":\""friday\"",\""dayValue\"":5}""],""openenrollmentbegins"":""2014-11-15T14:54:48.343Z"",""openenrollmentends"":""2014-11-15T14:54:48.343Z"",""sectionKeys"":[{""key"":""uguiqu"",""active"":true,""createdDate"":""2014-11-15T14:54:49.299Z""}]}"
55ba6336e4b0e0867a9f1980,"{""createdAt"":""2015-07-30T17:47:34.135Z"",""updatedAt"":""2015-12-03T16:08:27.367Z"",""id"":""55ba6336e4b0e0867a9f1980"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/55ba6336e4b0e0867a9f1980/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""55ba6335e4b0e0867a9f197f"",""sectionTitle"":""1 Marin &amp; Hock, 1e © 2016 Fall 2015"",""sectionStatus"":""active"",""productCodes"":[""108914a7-0013-44d0-805f-177b86987d4e""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/a139e7a5-c254-48d3-9aad-546d6ef74dfc/1/file/marinhock-p-1e_v5/OPS/public/images/catalog.jpg"",""startDate"":""2015-07-30T07:00:00.000Z"",""endDate"":""2015-12-31T08:00:00.000Z"",""openenrollmentbegins"":""2015-07-30T17:47:34.988Z"",""openenrollmentends"":""2015-07-30T17:47:34.988Z"",""sectionKeys"":[{""key"":""s8d1nn"",""active"":true,""createdDate"":""2015-07-30T17:47:34.135Z""}]}"
54a19a5de4b0a9a26c03691d,"{""createdAt"":""2014-12-29T18:15:57.710Z"",""updatedAt"":""2015-12-03T15:50:29.074Z"",""id"":""54a19a5de4b0a9a26c03691d"",""metadata"":{""copyable"":false,""launchUrl"":""https://revel.pearson.com/#/courses/54a19a5de4b0a9a26c03691d/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54a19a5de4b0f74ecb09e47b"",""sectionCode"":""M3A"",""sectionTitle"":""H200Z- Essential Issues in American Hist"",""sectionDescription"":""This course will examine our nation’s history from its colonial origins to the present.  Surveying the broad landscape of America’s past, we will explore the people and institutions that have helped to shape political, intellectual, social, and economic change over time.  This course will pay special attention to those issues involving racial and ethnic minorities, gender equality, and constitutional freedoms in the development of American identities."",""productCodes"":[""457ed5cf-fbe0-4503-8ece-c95c22f5461f""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/b5be36a2-54de-498a-8a4e-85db5a92a342/1/file/pearson_brands_v10forV2/OPS/public/images/catalog.jpg"",""startDate"":""2015-01-05T07:00:00.000Z"",""endDate"":""2015-05-29T06:00:00.000Z"",""openenrollmentbegins"":""2014-12-29T18:15:57.082Z"",""openenrollmentends"":""2014-12-29T18:15:57.082Z"",""sectionKeys"":[{""key"":""cdoznq"",""active"":true,""createdDate"":""2014-12-29T18:15:57.710Z""}]}"
54ac56b4e4b01e0dba9e4acc,"{""createdAt"":""2015-01-06T21:42:12.202Z"",""updatedAt"":""2015-12-03T15:50:51.297Z"",""id"":""54ac56b4e4b01e0dba9e4acc"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54ac56b4e4b01e0dba9e4acc/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54ac56b3e4b0a9a26c03a004"",""sectionCode"":""T3A"",""sectionTitle"":""History 200Z"",""sectionDescription"":""This course will examine our nation’s history from its colonial origins to the present.  Surveying the broad landscape of America’s past, we will explore the people and institutions that have helped to shape political, intellectual, social, and economic change over time.  Ultimately, this course should help cadets arrive at a clearer and more meaningful understanding of our nation’s past, cadets’ relationship to that past, and one’s responsibility as a citizen-airman in a free society."",""productCodes"":[""457ed5cf-fbe0-4503-8ece-c95c22f5461f""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/b5be36a2-54de-498a-8a4e-85db5a92a342/1/file/pearson_brands_v10forV2/OPS/public/images/catalog.jpg"",""startDate"":""2015-01-07T07:00:00.000Z"",""endDate"":""2015-05-18T06:00:00.000Z"",""openenrollmentbegins"":""2015-01-06T21:40:03.479Z"",""openenrollmentends"":""2015-01-06T21:40:03.479Z"",""sectionKeys"":[{""key"":""ejijnr"",""active"":true,""createdDate"":""2015-01-06T21:42:12.202Z""}]}"
53e6f3a8e4b0b5c907403472,"{""createdAt"":""2014-08-10T04:23:04.794Z"",""updatedAt"":""2014-08-10T04:23:05.284Z"",""id"":""53e6f3a8e4b0b5c907403472"",""courseId"":""53e6f3a8e4b0b5c907403471"",""sectionCode"":""PPR00043"",""sectionTitle"":""Perf-Prod-Revel-Course-PPR00043"",""sectionDescription"":""Perf-Prod-Revel-Course-PPR00043"",""productCodes"":[""d67d0940-3402-4bf9-88ab-4bf244853d0e""],""startDate"":""2014-07-01T04:00:00.000Z"",""endDate"":""2014-08-31T04:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""startTime\"":1405040425593,\""endTime\"":1405040425593,\""day\"":\""monday\""}"",""{\""active\"":true,\""startTime\"":1405040425593,\""endTime\"":1405040425593,\""day\"":\""friday\""}"",""{\""active\"":true,\""startTime\"":1405040425593,\""endTime\"":1405040425593,\""day\"":\""wednesday\""}""],""openenrollmentbegins"":""2014-07-01T04:00:00.000Z"",""openenrollmentends"":""2014-07-31T04:00:00.000Z"",""sectionKeys"":[{""key"":""89zgc6"",""active"":true,""createdDate"":""2014-08-10T04:23:05.284Z""}]}"
54eccb0ae4b008fa38e2b8e3,"{""createdAt"":""2015-02-24T19:03:38.503Z"",""updatedAt"":""2016-01-06T00:29:25.558Z"",""id"":""54eccb0ae4b008fa38e2b8e3"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54eccb0ae4b008fa38e2b8e3/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54eccb0ae4b0ec54d0aa35db"",""sectionCode"":""001"",""sectionTitle"":""ART HISTORY 201 - WORLD CIV. TO THE REN."",""sectionDescription"":""REVEL for Art History Volume 1 -- Access Card, 5th Edition\nMarilyn Stokstad, Michael Cothren, © 2014"",""sectionStatus"":""active"",""productCodes"":[""960ccf13-6dde-4920-a6f4-e2992a064f21""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/d0ea511f-ea89-430f-b5d9-a0280ee96422/1/file/pearson-stokstad-vol1_v8/OPS/public/images/catalog.jpg"",""startDate"":""2016-01-04T07:00:00.000Z"",""endDate"":""2016-04-30T06:00:00.000Z"",""openenrollmentbegins"":""2015-02-24T19:03:37.988Z"",""openenrollmentends"":""2015-02-24T19:03:37.988Z"",""sectionKeys"":[{""key"":""0fzn8k"",""active"":true,""createdDate"":""2015-02-24T19:03:38.503Z""}]}"
553984c8e4b08b9938f3dd5a,"{""createdAt"":""2015-04-23T23:48:24.025Z"",""updatedAt"":""2015-06-30T02:32:26.975Z"",""id"":""553984c8e4b08b9938f3dd5a"",""courseId"":""553984c7e4b08b9938f3dd59"",""sectionTitle"":""PCC PSYC 1, Summer 2015"",""sectionDescription"":""Intro to Psychology"",""sectionStatus"":""active"",""productCodes"":[""22b7fe4d-e9a8-41bf-9b32-efc6f4545e5e""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/c9da11d5-02f2-4571-94d3-2c6c656a47b4/1/file/pearson_ciccarelli_v15-revel-2/OPS/public/images/catalog.jpg"",""startDate"":""2015-04-23T07:00:00.000Z"",""endDate"":""2015-09-15T07:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""1970-01-01T22:00:00.000Z\"",\""endTime\"":\""1970-01-02T00:00:00.000Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":\""2\"",\""startTime\"":\""1970-01-01T22:00:00.000Z\"",\""endTime\"":\""1970-01-02T00:00:00.000Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":\""4\"",\""startTime\"":\""1970-01-01T22:00:00.000Z\"",\""endTime\"":\""1970-01-02T00:00:00.000Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":\""3\"",\""startTime\"":\""1970-01-01T22:00:00.000Z\"",\""endTime\"":\""1970-01-02T00:00:00.000Z\"",\""overlap\"":false}""],""openenrollmentbegins"":""2015-04-23T23:48:22.303Z"",""openenrollmentends"":""2015-04-23T23:48:22.303Z"",""sectionKeys"":[{""key"":""2uqodm"",""active"":true,""createdDate"":""2015-04-23T23:48:24.025Z""}]}"
54aef831e4b015c91e1b1aab,"{""createdAt"":""2015-01-08T21:35:45.951Z"",""updatedAt"":""2015-12-03T15:50:55.748Z"",""id"":""54aef831e4b015c91e1b1aab"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54aef831e4b015c91e1b1aab/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54aef831e4b0f74ecb0a21b7"",""sectionCode"":""SOC 1010-002"",""sectionTitle"":""Introduction to Sociology"",""sectionDescription"":""This is an introductory level course, which aims to introduce you to the exciting world of sociology, where we learn to look at familiar things with new eyes, and challenge some of our own deeply-held assumptions about the world. In this course, I want to provide you with an understanding of how we “think sociologically”."",""productCodes"":[""154f3933-2405-4858-81dc-c7b857433438""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/2712ad98-ba0f-4021-8682-48e97859d78a/1/file/pearson_macionis_brief_v6forV2/OPS/public/images/catalog.jpg"",""startDate"":""2015-01-12T05:00:00.000Z"",""endDate"":""2015-05-08T04:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":\""2\"",\""startTime\"":\""2015-01-08T17:30:40.325Z\"",\""endTime\"":\""2015-01-08T18:45:40.325Z\""}"",""{\""active\"":true,\""dayValue\"":4,\""startTime\"":\""2015-01-08T17:30:40.325Z\"",\""endTime\"":\""2015-01-08T18:45:40.325Z\""}""],""openenrollmentbegins"":""2015-01-08T21:35:44.094Z"",""openenrollmentends"":""2015-01-08T21:35:44.094Z"",""sectionKeys"":[{""key"":""a1baal"",""active"":true,""createdDate"":""2015-01-08T21:35:45.950Z""}]}"
553d9f47e4b0ff1b85705613,"{""createdAt"":""2015-04-27T02:30:31.112Z"",""updatedAt"":""2015-04-27T02:30:31.112Z"",""id"":""553d9f47e4b0ff1b85705613"",""courseId"":""553d9f46e4b0ff1b85705612"",""sectionTitle"":""Intro Psychology"",""sectionDescription"":""Intro Psychology"",""productCodes"":[""22b7fe4d-e9a8-41bf-9b32-efc6f4545e5e""],""startDate"":""2015-04-26T05:00:00.000Z"",""endDate"":""2015-12-01T06:00:00.000Z"",""openenrollmentbegins"":""2015-04-27T02:30:30.611Z"",""openenrollmentends"":""2015-04-27T02:30:30.611Z"",""sectionKeys"":[{""key"":""tj9zhi"",""active"":true,""createdDate"":""2015-04-27T02:30:31.112Z""}]}"
54d38b56e4b0ba8b7350c138,"{""createdAt"":""2015-02-05T15:25:10.170Z"",""updatedAt"":""2015-02-05T15:25:10.170Z"",""id"":""54d38b56e4b0ba8b7350c138"",""courseId"":""54d38b55e4b094c45beb8c93"",""sectionTitle"":""Test Sociology"",""sectionDescription"":""Welcome!"",""productCodes"":[""72937e22-b353-42e8-87d3-91d5725c722b""],""startDate"":""2015-02-05T05:00:00.000Z"",""endDate"":""2015-10-03T04:00:00.000Z"",""openenrollmentbegins"":""2015-02-05T15:25:07.772Z"",""openenrollmentends"":""2015-02-05T15:25:07.772Z"",""sectionKeys"":[{""key"":""rsicv0"",""active"":true,""createdDate"":""2015-02-05T15:25:10.170Z""}]}"
5523f77ce4b08b9938f3d21b,"{""createdAt"":""2015-04-07T15:27:56.764Z"",""updatedAt"":""2015-12-03T16:00:46.521Z"",""id"":""5523f77ce4b08b9938f3d21b"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/5523f77ce4b08b9938f3d21b/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""5523f77ce4b08b9938f3d21a"",""sectionCode"":""ARTH120 A"",""sectionTitle"":""Survey of Western Art II"",""sectionDescription"":""This course explores the art of the Western world the Renaissance through the present.  We will look at the way that the visual arts and architecture give expression to a culture’s values and ideas about life, death and spirituality."",""sectionStatus"":""active"",""productCodes"":[""1c91a7ec-4c29-4fc7-a212-d94591cef2f0""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/58d2c48f-b99c-4d91-bd85-d1f27e38f7a8/1/file/pearson-stokstad-vol2_v4/OPS/public/images/catalog.jpg"",""startDate"":""2015-08-20T04:00:00.000Z"",""endDate"":""2015-12-19T05:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""1970-01-01T13:00:00.000Z\"",\""endTime\"":\""1970-01-01T13:50:00.000Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":\""5\"",\""startTime\"":\""1970-01-01T13:00:00.000Z\"",\""endTime\"":\""1970-01-01T13:50:00.000Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":3,\""startTime\"":\""1970-01-01T13:00:00.000Z\"",\""endTime\"":\""1970-01-01T13:50:00.000Z\"",\""overlap\"":false}""],""openenrollmentbegins"":""2015-04-07T15:27:56.501Z"",""openenrollmentends"":""2015-04-07T15:27:56.501Z"",""sectionKeys"":[{""key"":""plhxxj"",""active"":true,""createdDate"":""2015-04-07T15:27:56.764Z""}]}"
