Couse_Section_SSRID,Registrar API Response
5495d304e4b0a9a26c034b5d,"{""createdAt"":""2014-12-20T19:50:28.981Z"",""updatedAt"":""2015-12-03T15:50:20.326Z"",""id"":""5495d304e4b0a9a26c034b5d"",""metadata"":{""copyable"":false,""launchUrl"":""https://revel.pearson.com/#/courses/5495d304e4b0a9a26c034b5d/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""5495d304e4b01e0dba9de7bc"",""sectionCode"":"""",""sectionTitle"":""Upskills Batch 6"",""sectionDescription"":""Last batch for Winter Peak ?"",""productCodes"":[""22b7fe4d-e9a8-41bf-9b32-efc6f4545e5e""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/c9da11d5-02f2-4571-94d3-2c6c656a47b4/1/file/pearson_ciccarelli_v15-revel-2/OPS/public/images/catalog.jpg"",""startDate"":""2014-12-21T16:00:00.000Z"",""endDate"":""2015-06-29T16:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":3,\""startTime\"":\""2014-12-20T21:00:57.000Z\"",\""endTime\"":\""2014-12-21T02:00:57.000Z\""}"",""{\""active\"":true,\""dayValue\"":5,\""startTime\"":\""2014-12-20T21:00:57.000Z\"",\""endTime\"":\""2014-12-21T02:00:57.000Z\""}"",""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""2014-12-20T21:00:57.000Z\"",\""endTime\"":\""2014-12-21T02:00:57.000Z\""}""],""openenrollmentbegins"":""2014-12-20T19:50:27.101Z"",""openenrollmentends"":""2014-12-20T19:50:27.101Z"",""sectionKeys"":[{""key"":""7rkib9"",""active"":true,""createdDate"":""2014-12-20T19:50:28.980Z""}]}"
54b6efa1e4b0171ac27faef9,"{""createdAt"":""2015-01-14T22:37:21.944Z"",""updatedAt"":""2015-01-14T22:37:21.944Z"",""id"":""54b6efa1e4b0171ac27faef9"",""courseId"":""54b6efa1e4b0e839e61bd747"",""sectionTitle"":""PERFORMANCE DASHBOARD DEMO"",""sectionDescription"":""Demo course to show performance dashboard functionality in REVEL for Neff, A Changing Planet"",""productCodes"":[""cd3fbbde-b1fd-4352-a24e-78425013f973""],""startDate"":""2015-01-14T08:00:00.000Z"",""endDate"":""2015-12-31T08:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":5,\""startTime\"":\""2015-01-14T22:30:12.266Z\"",\""endTime\"":\""2015-01-14T23:20:12.266Z\""}"",""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""2015-01-14T22:30:12.266Z\"",\""endTime\"":\""2015-01-14T23:20:12.266Z\""}"",""{\""active\"":true,\""dayValue\"":3,\""startTime\"":\""2015-01-14T22:30:12.266Z\"",\""endTime\"":\""2015-01-14T23:20:12.266Z\""}""],""openenrollmentbegins"":""2015-01-14T22:37:20.748Z"",""openenrollmentends"":""2015-01-14T22:37:20.748Z"",""sectionKeys"":[{""key"":""wo0iqz"",""active"":true,""createdDate"":""2015-01-14T22:37:21.944Z""}]}"
54fa1a48e4b0abd47c468852,"{""createdAt"":""2015-03-06T21:21:12.592Z"",""updatedAt"":""2015-12-03T15:54:10.314Z"",""id"":""54fa1a48e4b0abd47c468852"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54fa1a48e4b0abd47c468852/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54fa1a48e4b0abd47c468851"",""sectionTitle"":""REVEL for The Humanities - Sayre"",""sectionDescription"":""REVEL for The Humanities, Volume 1 -- Access Card, 3rd Edition\nHenry M. Sayre, © 2015"",""productCodes"":[""f8b640fe-d93c-4ad2-86c6-96b23d75da91""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/9eaf50f5-ef46-4080-b787-85c3649571c8/1/file/pearson-sayre-vol1_v1/OPS/public/images/catalog.jpg"",""startDate"":""2015-03-06T07:00:00.000Z"",""endDate"":""2015-12-31T07:00:00.000Z"",""openenrollmentbegins"":""2015-03-06T21:21:11.119Z"",""openenrollmentends"":""2015-03-06T21:21:11.119Z"",""sectionKeys"":[{""key"":""ukufl0"",""active"":true,""createdDate"":""2015-03-06T21:21:12.592Z""}]}"
5523f6fce4b08b9938f3d219,"{""createdAt"":""2015-04-07T15:25:48.377Z"",""updatedAt"":""2015-12-03T16:00:46.511Z"",""id"":""5523f6fce4b08b9938f3d219"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/5523f6fce4b08b9938f3d219/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""5523f6fce4b08b9938f3d218"",""sectionCode"":""ARTH110 G"",""sectionTitle"":""Survey of Art History I"",""sectionDescription"":""This course explores the art of the Western world from its earliest known examples in the caves of France and Spain through the development of Gothic art and architecture up through the thirteenth century, focusing on Western Europe and the Mediterranean area.  We will look at the way that the visual arts and architecture give expression to a culture’s values and ideas about life, death and spirituality."",""productCodes"":[""960ccf13-6dde-4920-a6f4-e2992a064f21""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/d0ea511f-ea89-430f-b5d9-a0280ee96422/1/file/pearson-stokstad-vol1_v8/OPS/public/images/catalog.jpg"",""startDate"":""2015-08-20T04:00:00.000Z"",""endDate"":""2015-12-19T05:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":5,\""startTime\"":\""1970-01-01T17:00:00.000Z\"",\""endTime\"":\""1970-01-01T17:50:00.000Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""1970-01-01T17:00:00.000Z\"",\""endTime\"":\""1970-01-01T17:50:00.000Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":3,\""startTime\"":\""1970-01-01T17:00:00.000Z\"",\""endTime\"":\""1970-01-01T17:50:00.000Z\"",\""overlap\"":false}""],""openenrollmentbegins"":""2015-04-07T15:25:48.194Z"",""openenrollmentends"":""2015-04-07T15:25:48.194Z"",""sectionKeys"":[{""key"":""uunvit"",""active"":true,""createdDate"":""2015-04-07T15:25:48.377Z""}]}"
5565287be4b00fe6c2cf69a2,"{""createdAt"":""2015-05-27T02:14:19.633Z"",""updatedAt"":""2015-12-03T16:02:44.116Z"",""id"":""5565287be4b00fe6c2cf69a2"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/5565287be4b00fe6c2cf69a2/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""5565287be4b00fe6c2cf69a1"",""sectionCode"":""MUSC-1101"",""sectionTitle"":""Music Appreciation"",""sectionDescription"":""Music Appreciation is a study of the forms, types, and fundamentals of music as a means of increasing students’ understanding and enjoyment of music."",""sectionStatus"":""active"",""productCodes"":[""f2188e8d-67d8-4360-be30-e7419e340f15""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/138acd10-4c63-4eba-aba6-25f70c1626e5/1/file/pearson_bonds_v13-revel-2/OPS/public/images/catalog.jpg"",""startDate"":""2015-05-21T04:00:00.000Z"",""endDate"":""2015-08-11T04:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":\""4\"",\""startTime\"":\""1970-01-01T23:30:00.000Z\"",\""endTime\"":\""1970-01-02T01:55:00.000Z\"",\""overlap\"":false}""],""openenrollmentbegins"":""2015-05-27T02:14:26.288Z"",""openenrollmentends"":""2015-05-27T02:14:26.288Z"",""sectionKeys"":[{""key"":""ymzyrb"",""active"":true,""createdDate"":""2015-05-27T02:14:19.632Z""}]}"
54a9e42ce4b01e0dba9e27f8,"{""createdAt"":""2015-01-05T01:09:00.346Z"",""updatedAt"":""2015-12-03T15:50:42.461Z"",""id"":""54a9e42ce4b01e0dba9e27f8"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54a9e42ce4b01e0dba9e27f8/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54a9e42ce4b0a9a26c037b05"",""sectionCode"":""SOP3004"",""sectionTitle"":""Social Psycholgoy"",""sectionDescription"":""This course is designed to acquaint students with experimental social psychology—the scientific study of thought, emotion, and behavior in interpersonal contexts. We will survey a variety of explanations for social thought, emotion, and behavior. The topics to be covered in this survey span a wide range, from those that represent applied concerns and from those that focus on individual functioning (e.g., self-concept) to those that focus on collective phenomena (e.g., group dynamics)."",""productCodes"":[""9553ebb2-72b3-4391-82a9-2558f0721217""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/856c43a3-b216-47f9-b673-e79e18b24f00/1/file/pearson_kenrick_v1/OPS/public/images/catalog.jpg"",""startDate"":""2015-01-05T05:00:00.000Z"",""endDate"":""2015-05-04T04:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":4,\""startTime\"":\""2015-01-04T17:30:11.000Z\"",\""endTime\"":\""2015-01-04T18:50:11.000Z\""}"",""{\""active\"":true,\""dayValue\"":\""2\"",\""startTime\"":\""2015-01-04T17:30:33.000Z\"",\""endTime\"":\""2015-01-04T18:50:33.000Z\""}""],""openenrollmentbegins"":""2015-01-05T01:08:59.396Z"",""openenrollmentends"":""2015-01-05T01:08:59.396Z"",""sectionKeys"":[{""key"":""ebx1yh"",""active"":true,""createdDate"":""2015-01-05T01:09:00.346Z""}]}"
54d90dd3e4b08c6fffb9ecaa,"{""createdAt"":""2015-02-09T19:43:15.014Z"",""updatedAt"":""2016-01-05T17:10:06.703Z"",""id"":""54d90dd3e4b08c6fffb9ecaa"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54d90dd3e4b08c6fffb9ecaa/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54d90dd2e4b094c45beb9190"",""sectionTitle"":""Government 2305: MW 11:00"",""sectionDescription"":""Recognize and evaluate the basic debates and issues in American government and American political history;\n?\tExplain and critically assess the formal and informal political institutions, and their respective roles, in American politics;\n?\t\n?"",""sectionStatus"":""deleted"",""productCodes"":[""22ceda62-979f-457a-b20f-bda208a35731""],""courseAvatar"":"""",""startDate"":""2015-02-09T05:00:00.000Z"",""endDate"":""2015-05-30T04:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":3,\""startTime\"":\""2015-02-10T17:00:43.105Z\"",\""endTime\"":\""2015-02-10T18:20:43.105Z\"",\""overlap\"":false}"",""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""2015-02-10T17:00:43.105Z\"",\""endTime\"":\""2015-02-10T18:20:43.105Z\"",\""overlap\"":false}""],""openenrollmentbegins"":""2015-02-09T19:43:15.043Z"",""openenrollmentends"":""2015-02-09T19:43:15.043Z"",""sectionKeys"":[{""key"":""a1de9l"",""active"":true,""createdDate"":""2015-02-09T19:43:15.014Z""}]}"
5550d09ae4b06ad694ba7f10,"{""createdAt"":""2015-05-11T15:54:02.226Z"",""updatedAt"":""2015-12-03T16:02:04.852Z"",""id"":""5550d09ae4b06ad694ba7f10"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/5550d09ae4b06ad694ba7f10/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""5550d099e4b06ad694ba7f0f"",""sectionCode"":""101"",""sectionTitle"":""Psychology 3e Lilienfeld, © 2016"",""sectionDescription"":""DEMO CHAPTER Psychology 3e Lilienfeld, © 2016"",""sectionStatus"":""deleted"",""productCodes"":[""605a18e8-1190-4ac4-962f-95e0d072125e""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/df7e14d0-a8a5-408b-a72f-7ff1c8cf6aa7/1/file/lilienfeld-fitu-3e-ch03-revel_v1/OPS/public/images/catalog.jpg"",""startDate"":""2015-05-11T04:00:00.000Z"",""endDate"":""2015-12-31T05:00:00.000Z"",""openenrollmentbegins"":""2015-05-11T15:54:01.752Z"",""openenrollmentends"":""2015-05-11T15:54:01.752Z"",""sectionKeys"":[{""key"":""hnj2qk"",""active"":true,""createdDate"":""2015-05-11T15:54:02.226Z""}]}"
54ad8f81e4b0f74ecb0a1e62,"{""createdAt"":""2015-01-07T19:56:49.950Z"",""updatedAt"":""2015-12-03T15:50:53.012Z"",""id"":""54ad8f81e4b0f74ecb0a1e62"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54ad8f81e4b0f74ecb0a1e62/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54ad8f81e4b0a9a26c03a2d4"",""sectionCode"":""005"",""sectionTitle"":""HIST 102"",""sectionDescription"":""This course surveys the history of the United States from the end of the Civil War to the present. It seeks to highlight the major social, political, and diplomatic developments that occurred throughout this period and how they affected the United States’ position with the rest of the world.\n\nSuccessful completion of this course fulfills the “Historical Inquiry” category of the “Ways of Knowing” section of CORE39."",""productCodes"":[""457ed5cf-fbe0-4503-8ece-c95c22f5461f""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/b5be36a2-54de-498a-8a4e-85db5a92a342/1/file/pearson_brands_v10forV2/OPS/public/images/catalog.jpg"",""startDate"":""2015-01-12T06:00:00.000Z"",""endDate"":""2015-05-15T05:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":3,\""startTime\"":\""2015-01-07T19:00:17.000Z\"",\""endTime\"":\""2015-01-07T19:50:17.000Z\""}"",""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""2015-01-07T19:00:17.000Z\"",\""endTime\"":\""2015-01-07T19:50:17.000Z\""}"",""{\""active\"":true,\""dayValue\"":5,\""startTime\"":\""2015-01-07T19:00:17.000Z\"",\""endTime\"":\""2015-01-07T19:50:17.000Z\""}""],""openenrollmentbegins"":""2015-01-07T19:56:31.989Z"",""openenrollmentends"":""2015-01-07T19:56:31.989Z"",""sectionKeys"":[{""key"":""ethadi"",""active"":true,""createdDate"":""2015-01-07T19:56:49.950Z""}]}"
553aa757e4b0b31689d074b5,"{""createdAt"":""2015-04-24T20:28:07.279Z"",""updatedAt"":""2015-04-24T20:28:07.279Z"",""id"":""553aa757e4b0b31689d074b5"",""courseId"":""553aa757e4b0b31689d074b4"",""sectionTitle"":""DEMO Greenberg 2014 Election Update"",""sectionDescription"":""American Government"",""productCodes"":[""94b717df-3b6c-412f-944f-52bd7925587d""],""startDate"":""2015-04-24T07:00:00.000Z"",""endDate"":""2015-08-29T07:00:00.000Z"",""openenrollmentbegins"":""2015-04-24T20:28:06.944Z"",""openenrollmentends"":""2015-04-24T20:28:06.944Z"",""sectionKeys"":[{""key"":""czflrp"",""active"":true,""createdDate"":""2015-04-24T20:28:07.279Z""}]}"
54a73209e4b0a9a26c0374d2,"{""createdAt"":""2015-01-03T00:04:25.696Z"",""updatedAt"":""2015-12-03T15:50:38.474Z"",""id"":""54a73209e4b0a9a26c0374d2"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54a73209e4b0a9a26c0374d2/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54a73209e4b015c91e1af64f"",""sectionCode"":""SOCL 105"",""sectionTitle"":""INTRODUCTION TO SOCIOLOGY"",""sectionDescription"":""This survey of sociological principles and problems has as its main purpose to introduce us to the most important theoretical perspectives, concepts and major findings of sociology so as to develop a quality of mind, a “sociological imagination,” that would provide us with a better understanding of the subtle and complex connections existing between our own life and the world around us."",""productCodes"":[""154f3933-2405-4858-81dc-c7b857433438""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/2712ad98-ba0f-4021-8682-48e97859d78a/1/file/pearson_macionis_brief_v6forV2/OPS/public/images/catalog.jpg"",""startDate"":""2015-01-05T05:00:00.000Z"",""endDate"":""2015-04-27T04:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""2015-01-02T13:00:46.098Z\"",\""endTime\"":\""2015-01-02T14:15:46.098Z\""}"",""{\""active\"":true,\""dayValue\"":3,\""startTime\"":\""2015-01-02T13:00:58.647Z\"",\""endTime\"":\""2015-01-02T14:15:58.647Z\""}""],""openenrollmentbegins"":""2015-01-03T00:04:25.145Z"",""openenrollmentends"":""2015-01-03T00:04:25.145Z"",""sectionKeys"":[{""key"":""dftnkp"",""active"":true,""createdDate"":""2015-01-03T00:04:25.696Z""}]}"
54cfcb41e4b08c6fffb9e41a,"{""createdAt"":""2015-02-02T19:08:49.866Z"",""updatedAt"":""2015-02-23T19:15:46.963Z"",""id"":""54cfcb41e4b08c6fffb9e41a"",""courseId"":""54cfcb41e4b0ba8b7350bd4f"",""sectionTitle"":""TEST Histoire"",""sectionDescription"":""PearsonERPI"",""sectionStatus"":""active"",""productCodes"":[""457ed5cf-fbe0-4503-8ece-c95c22f5461f""],""startDate"":""2015-02-02T05:00:00.000Z"",""endDate"":""2015-05-04T04:00:00.000Z"",""openenrollmentbegins"":""2015-02-02T19:08:49.450Z"",""openenrollmentends"":""2015-02-02T19:08:49.450Z"",""sectionKeys"":[{""key"":""xbcgwa"",""active"":true,""createdDate"":""2015-02-02T19:08:49.866Z""}]}"
53e6f3e9e4b0dcd0fdaeb25f,"{""createdAt"":""2014-08-10T04:24:09.468Z"",""updatedAt"":""2014-08-10T04:24:09.961Z"",""id"":""53e6f3e9e4b0dcd0fdaeb25f"",""courseId"":""53e6f3e9e4b064547b5ae249"",""sectionCode"":""PPR00055"",""sectionTitle"":""Perf-Prod-Revel-Course-PPR00055"",""sectionDescription"":""Perf-Prod-Revel-Course-PPR00055"",""productCodes"":[""d67d0940-3402-4bf9-88ab-4bf244853d0e""],""startDate"":""2014-07-01T04:00:00.000Z"",""endDate"":""2014-08-31T04:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""startTime\"":1405040425593,\""endTime\"":1405040425593,\""day\"":\""monday\""}"",""{\""active\"":true,\""startTime\"":1405040425593,\""endTime\"":1405040425593,\""day\"":\""friday\""}"",""{\""active\"":true,\""startTime\"":1405040425593,\""endTime\"":1405040425593,\""day\"":\""wednesday\""}""],""openenrollmentbegins"":""2014-07-01T04:00:00.000Z"",""openenrollmentends"":""2014-07-31T04:00:00.000Z"",""sectionKeys"":[{""key"":""ct18t9"",""active"":true,""createdDate"":""2014-08-10T04:24:09.961Z""}]}"
53e4f8dce4b0b5c907403338,"{""createdAt"":""2014-08-08T16:20:44.150Z"",""updatedAt"":""2014-08-08T16:20:44.821Z"",""id"":""53e4f8dce4b0b5c907403338"",""courseId"":""53e4f8dbe4b0dcd0fdaeb159"",""sectionCode"":""TC-1.1"",""sectionTitle"":""TestCourse-R1.1"",""sectionDescription"":""Test Course for Release 1.1"",""productCodes"":[""d67d0940-3402-4bf9-88ab-4bf244853d0e""],""startDate"":""2014-08-01T07:00:00.000Z"",""endDate"":""2014-08-31T07:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""startTime\"":1407513613924,\""endTime\"":1407513613924,\""day\"":\""monday\""}""],""openenrollmentbegins"":""2014-08-08T16:20:47.900Z"",""openenrollmentends"":""2014-08-08T16:20:47.900Z"",""sectionKeys"":[{""key"":""5vlw9f"",""active"":true,""createdDate"":""2014-08-08T16:20:44.821Z""}]}"
554938abe4b096426d3a1006,"{""createdAt"":""2015-05-05T21:39:55.813Z"",""updatedAt"":""2015-05-05T23:46:14.339Z"",""id"":""554938abe4b096426d3a1006"",""courseId"":""554938abe4b096426d3a1005"",""sectionTitle"":""American History 1998"",""sectionDescription"":""I love history."",""sectionStatus"":""active"",""productCodes"":[""67f4d18f-68f0-444f-8991-e77ef7f30f85""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/d6a3a229-c7b4-484a-9a8b-0b48e0806540/1/file/pearson-brands-vol1_v5_12-24-14/OPS/public/images/catalog.jpg"",""startDate"":""2015-05-05T04:00:00.000Z"",""endDate"":""2015-05-06T04:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":\""2\"",\""startTime\"":\""1970-01-01T22:36:00.000Z\"",\""endTime\"":\""1970-01-01T23:26:00.000Z\"",\""overlap\"":false}""],""openenrollmentbegins"":""2015-05-05T21:40:00.898Z"",""openenrollmentends"":""2015-05-05T21:40:00.898Z"",""sectionKeys"":[{""key"":""4ekd1h"",""active"":true,""createdDate"":""2015-05-05T21:39:55.812Z""}]}"
55945b62e4b094799532c9fa,"{""createdAt"":""2015-07-01T21:28:02.427Z"",""updatedAt"":""2015-12-03T16:04:18.029Z"",""id"":""55945b62e4b094799532c9fa"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/55945b62e4b094799532c9fa/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""55945b62e4b094799532c9f9"",""sectionTitle"":""Child Development"",""sectionDescription"":""Infants, Children, and Adolescents: Full REVEL Preview, 8th Edition\nLaura E. Berk, © 2016"",""sectionStatus"":""deleted"",""productCodes"":[""552da04c-27cb-4085-ab80-a190ac993ffe""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/6a531341-06e7-4f82-b039-1154a33e994f/1/file/berk-ica-8e_v2/OPS/public/images/catalog.jpg"",""startDate"":""2015-08-31T07:00:00.000Z"",""endDate"":""2016-12-16T07:00:00.000Z"",""openenrollmentbegins"":""2015-07-01T21:28:02.094Z"",""openenrollmentends"":""2015-07-01T21:28:02.094Z"",""sectionKeys"":[{""key"":""0prt1l"",""active"":true,""createdDate"":""2015-07-01T21:28:02.427Z""}]}"
553e736be4b096426d3a0a27,"{""createdAt"":""2015-04-27T17:35:39.550Z"",""updatedAt"":""2015-04-28T12:41:27.229Z"",""id"":""553e736be4b096426d3a0a27"",""courseId"":""553e736be4b096426d3a0a26"",""sectionTitle"":""Draper, The Good Society, 3e"",""sectionDescription"":""Draper, The Good Society, 3e"",""sectionStatus"":""active"",""productCodes"":[""ac7b81b6-b9fa-42d9-8721-bff437431268""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/487f2092-51d9-40fd-953a-5696348f2118/1/file/draper-full-3-30-15/OPS/public/images/catalog.jpg"",""startDate"":""2015-04-27T04:00:00.000Z"",""endDate"":""2015-05-29T04:00:00.000Z"",""openenrollmentbegins"":""2015-04-27T17:35:39.267Z"",""openenrollmentends"":""2015-04-27T17:35:39.267Z"",""sectionKeys"":[{""key"":""gw43o4"",""active"":true,""createdDate"":""2015-04-27T17:35:39.549Z""}]}"
5537f2d5e4b0ff1b85705381,"{""createdAt"":""2015-04-22T19:13:25.119Z"",""updatedAt"":""2015-04-22T19:13:25.119Z"",""id"":""5537f2d5e4b0ff1b85705381"",""courseId"":""5537f2d4e4b0ff1b85705380"",""sectionTitle"":""Test Pilot for REVEL: American Stories"",""sectionDescription"":""Pilot/Test for REVEL"",""productCodes"":[""457ed5cf-fbe0-4503-8ece-c95c22f5461f""],""startDate"":""2015-04-22T07:00:00.000Z"",""endDate"":""2015-07-01T07:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":1,\""startTime\"":\""1970-01-01T22:00:00.000Z\"",\""endTime\"":\""1970-01-01T22:50:00.000Z\"",\""overlap\"":false}""],""openenrollmentbegins"":""2015-04-22T19:13:24.414Z"",""openenrollmentends"":""2015-04-22T19:13:24.414Z"",""sectionKeys"":[{""key"":""bm3cnz"",""active"":true,""createdDate"":""2015-04-22T19:13:25.119Z""}]}"
54b02960e4b0a9a26c03a79d,"{""createdAt"":""2015-01-09T19:17:52.248Z"",""updatedAt"":""2015-12-03T15:50:59.003Z"",""id"":""54b02960e4b0a9a26c03a79d"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/54b02960e4b0a9a26c03a79d/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""54b0295fe4b0a9a26c03a79c"",""sectionCode"":""SOCI 1105 02"",""sectionTitle"":""Introduction to Sociology"",""sectionDescription"":""This course is designed to introduce you to the basic concepts of the relationships between individuals and the social structure and groups to which they belong. As you become familiar with sociological inquiry, I hope you will develop an appreciation for the complexity of social life – what sociologists call the sociological imagination or sociological consciousness."",""productCodes"":[""154f3933-2405-4858-81dc-c7b857433438""],""courseAvatar"":""https://revel.pearson.com/eps/sanvan/api/item/2712ad98-ba0f-4021-8682-48e97859d78a/1/file/pearson_macionis_brief_v6forV2/OPS/public/images/catalog.jpg"",""startDate"":""2015-01-09T06:00:00.000Z"",""endDate"":""2015-05-15T05:00:00.000Z"",""sectionSchedule"":[""{\""active\"":true,\""dayValue\"":\""2\"",\""startTime\"":\""2015-01-09T18:45:55.122Z\"",\""endTime\"":\""2015-01-09T20:00:55.122Z\""}""],""openenrollmentbegins"":""2015-01-09T19:17:51.612Z"",""openenrollmentends"":""2015-01-09T19:17:51.612Z"",""sectionKeys"":[{""key"":""eaghxd"",""active"":true,""createdDate"":""2015-01-09T19:17:52.248Z""}]}"
55268002e4b0b31689d06b54,"{""createdAt"":""2015-04-09T13:34:58.506Z"",""updatedAt"":""2015-12-03T16:00:54.600Z"",""id"":""55268002e4b0b31689d06b54"",""metadata"":{""copyable"":true,""launchUrl"":""https://revel.pearson.com/#/courses/55268002e4b0b31689d06b54/view"",""externalPairing"":false,""brand"":{""name"":""REVEL"",""url"":""http://www.pearsonhighered.com/revel/""}},""courseId"":""55268002e4b0b31689d06b53"",""sectionTitle"":""Psychology - Marin and Hock, ©"",""sectionDescription"":""This is where you can tell your students what the course is about."",""productCodes"":[""536f2a54-e460-483a-b316-70a8e47be61e""],""courseAvatar"":""https://media.pearsoncmg.com/ph/hss/revel/covers/marin_1e_0205010415_ct.jpg"",""startDate"":""2015-04-09T04:00:00.000Z"",""endDate"":""2015-12-04T05:00:00.000Z"",""openenrollmentbegins"":""2015-04-09T13:34:57.124Z"",""openenrollmentends"":""2015-04-09T13:34:57.124Z"",""sectionKeys"":[{""key"":""ri8dac"",""active"":true,""createdDate"":""2015-04-09T13:34:58.506Z""}]}"
